,Date,Time,State,Group,Unit,Sales
5865,2020-12-10, Evening, NSW, Men,37,92500
5866,2020-12-10, Evening, NSW, Women,37,92500
5867,2020-12-10, Evening, NSW, Seniors,20,50000
5868,2020-12-10, Morning, TAS, Kids,11,27500
5869,2020-12-10, Morning, TAS, Men,9,22500
5870,2020-12-10, Morning, TAS, Women,5,12500
5871,2020-12-10, Morning, TAS, Seniors,15,37500
5872,2020-12-10, Afternoon, TAS, Kids,10,25000
5873,2020-12-10, Afternoon, TAS, Men,14,35000
5874,2020-12-10, Afternoon, TAS, Women,15,37500
5875,2020-12-10, Afternoon, TAS, Seniors,13,32500
5876,2020-12-10, Evening, TAS, Kids,10,25000
5877,2020-12-10, Evening, TAS, Men,7,17500
5878,2020-12-10, Evening, TAS, Women,7,17500
5879,2020-12-10, Evening, TAS, Seniors,5,12500
5880,2020-12-11, Morning, WA, Kids,14,35000
5881,2020-12-11, Morning, WA, Men,11,27500
5882,2020-12-11, Morning, WA, Women,14,35000
5883,2020-12-11, Morning, WA, Seniors,6,15000
5884,2020-12-11, Afternoon, WA, Kids,5,12500
5885,2020-12-11, Afternoon, WA, Men,5,12500
5886,2020-12-11, Afternoon, WA, Women,12,30000
5887,2020-12-11, Afternoon, WA, Seniors,9,22500
5888,2020-12-11, Evening, WA, Kids,8,20000
5889,2020-12-11, Evening, WA, Men,13,32500
5890,2020-12-11, Evening, WA, Women,15,37500
5891,2020-12-11, Evening, WA, Seniors,5,12500
5892,2020-12-11, Morning, NT, Kids,13,32500
5893,2020-12-11, Morning, NT, Men,10,25000
5894,2020-12-11, Morning, NT, Women,13,32500
5895,2020-12-11, Morning, NT, Seniors,10,25000
5896,2020-12-11, Afternoon, NT, Kids,8,20000
5897,2020-12-11, Afternoon, NT, Men,8,20000
5898,2020-12-11, Afternoon, NT, Women,10,25000
5899,2020-12-11, Afternoon, NT, Seniors,14,35000
5900,2020-12-11, Evening, NT, Kids,8,20000
5901,2020-12-11, Evening, NT, Men,15,37500
5902,2020-12-11, Evening, NT, Women,13,32500
5903,2020-12-11, Evening, NT, Seniors,11,27500
5904,2020-12-11, Morning, SA, Kids,22,55000
5905,2020-12-11, Morning, SA, Men,24,60000
5906,2020-12-11, Morning, SA, Women,25,62500
5907,2020-12-11, Morning, SA, Seniors,22,55000
5908,2020-12-11, Afternoon, SA, Kids,29,72500
5909,2020-12-11, Afternoon, SA, Men,33,82500
5910,2020-12-11, Afternoon, SA, Women,16,40000
5911,2020-12-11, Afternoon, SA, Seniors,31,77500
5912,2020-12-11, Evening, SA, Kids,32,80000
5913,2020-12-11, Evening, SA, Men,33,82500
5914,2020-12-11, Evening, SA, Women,19,47500
5915,2020-12-11, Evening, SA, Seniors,21,52500
5916,2020-12-11, Morning, VIC, Kids,47,117500
5917,2020-12-11, Morning, VIC, Men,58,145000
5918,2020-12-11, Morning, VIC, Women,43,107500
5919,2020-12-11, Morning, VIC, Seniors,51,127500
5920,2020-12-11, Afternoon, VIC, Kids,32,80000
5921,2020-12-11, Afternoon, VIC, Men,58,145000
5922,2020-12-11, Afternoon, VIC, Women,31,77500
5923,2020-12-11, Afternoon, VIC, Seniors,30,75000
5924,2020-12-11, Evening, VIC, Kids,51,127500
5925,2020-12-11, Evening, VIC, Men,47,117500
5926,2020-12-11, Evening, VIC, Women,42,105000
5927,2020-12-11, Evening, VIC, Seniors,31,77500
5928,2020-12-11, Morning, QLD, Kids,16,40000
5929,2020-12-11, Morning, QLD, Men,17,42500
5930,2020-12-11, Morning, QLD, Women,11,27500
5931,2020-12-11, Morning, QLD, Seniors,15,37500
5932,2020-12-11, Afternoon, QLD, Kids,12,30000
5933,2020-12-11, Afternoon, QLD, Men,15,37500
5934,2020-12-11, Afternoon, QLD, Women,8,20000
5935,2020-12-11, Afternoon, QLD, Seniors,16,40000
5936,2020-12-11, Evening, QLD, Kids,13,32500
5937,2020-12-11, Evening, QLD, Men,13,32500
5938,2020-12-11, Evening, QLD, Women,10,25000
5939,2020-12-11, Evening, QLD, Seniors,7,17500
5940,2020-12-11, Morning, NSW, Kids,36,90000
5941,2020-12-11, Morning, NSW, Men,32,80000
5942,2020-12-11, Morning, NSW, Women,22,55000
5943,2020-12-11, Morning, NSW, Seniors,44,110000
5944,2020-12-11, Afternoon, NSW, Kids,39,97500
5945,2020-12-11, Afternoon, NSW, Men,32,80000
5946,2020-12-11, Afternoon, NSW, Women,28,70000
5947,2020-12-11, Afternoon, NSW, Seniors,40,100000
5948,2020-12-11, Evening, NSW, Kids,19,47500
5949,2020-12-11, Evening, NSW, Men,24,60000
5950,2020-12-11, Evening, NSW, Women,40,100000
5951,2020-12-11, Evening, NSW, Seniors,33,82500
5952,2020-12-11, Morning, TAS, Kids,13,32500
5953,2020-12-11, Morning, TAS, Men,14,35000
5954,2020-12-11, Morning, TAS, Women,7,17500
5955,2020-12-11, Morning, TAS, Seniors,8,20000
5956,2020-12-11, Afternoon, TAS, Kids,6,15000
5957,2020-12-11, Afternoon, TAS, Men,15,37500
5958,2020-12-11, Afternoon, TAS, Women,7,17500
5959,2020-12-11, Afternoon, TAS, Seniors,6,15000
5960,2020-12-11, Evening, TAS, Kids,7,17500
5961,2020-12-11, Evening, TAS, Men,11,27500
5962,2020-12-11, Evening, TAS, Women,7,17500
5963,2020-12-11, Evening, TAS, Seniors,10,25000
5964,2020-12-12, Morning, WA, Kids,11,27500
5965,2020-12-12, Morning, WA, Men,14,35000
5966,2020-12-12, Morning, WA, Women,8,20000
5967,2020-12-12, Morning, WA, Seniors,12,30000
5968,2020-12-12, Afternoon, WA, Kids,15,37500
5969,2020-12-12, Afternoon, WA, Men,10,25000
5970,2020-12-12, Afternoon, WA, Women,13,32500
5971,2020-12-12, Afternoon, WA, Seniors,15,37500
5972,2020-12-12, Evening, WA, Kids,13,32500
5973,2020-12-12, Evening, WA, Men,14,35000
5974,2020-12-12, Evening, WA, Women,5,12500
5975,2020-12-12, Evening, WA, Seniors,14,35000
5976,2020-12-12, Morning, NT, Kids,6,15000
5977,2020-12-12, Morning, NT, Men,6,15000
5978,2020-12-12, Morning, NT, Women,5,12500
5979,2020-12-12, Morning, NT, Seniors,12,30000
5980,2020-12-12, Afternoon, NT, Kids,11,27500
5981,2020-12-12, Afternoon, NT, Men,8,20000
5982,2020-12-12, Afternoon, NT, Women,11,27500
5983,2020-12-12, Afternoon, NT, Seniors,11,27500
5984,2020-12-12, Evening, NT, Kids,9,22500
5985,2020-12-12, Evening, NT, Men,14,35000
5986,2020-12-12, Evening, NT, Women,5,12500
5987,2020-12-12, Evening, NT, Seniors,5,12500
5988,2020-12-12, Morning, SA, Kids,29,72500
5989,2020-12-12, Morning, SA, Men,25,62500
5990,2020-12-12, Morning, SA, Women,17,42500
5991,2020-12-12, Morning, SA, Seniors,28,70000
5992,2020-12-12, Afternoon, SA, Kids,26,65000
5993,2020-12-12, Afternoon, SA, Men,29,72500
5994,2020-12-12, Afternoon, SA, Women,29,72500
5995,2020-12-12, Afternoon, SA, Seniors,17,42500
5996,2020-12-12, Evening, SA, Kids,24,60000
5997,2020-12-12, Evening, SA, Men,17,42500
5998,2020-12-12, Evening, SA, Women,27,67500
5999,2020-12-12, Evening, SA, Seniors,18,45000
6000,2020-12-12, Morning, VIC, Kids,63,157500
6001,2020-12-12, Morning, VIC, Men,30,75000
6002,2020-12-12, Morning, VIC, Women,45,112500
6003,2020-12-12, Morning, VIC, Seniors,49,122500
6004,2020-12-12, Afternoon, VIC, Kids,34,85000
6005,2020-12-12, Afternoon, VIC, Men,32,80000
6006,2020-12-12, Afternoon, VIC, Women,35,87500
6007,2020-12-12, Afternoon, VIC, Seniors,42,105000
6008,2020-12-12, Evening, VIC, Kids,33,82500
6009,2020-12-12, Evening, VIC, Men,40,100000
6010,2020-12-12, Evening, VIC, Women,31,77500
6011,2020-12-12, Evening, VIC, Seniors,63,157500
6012,2020-12-12, Morning, QLD, Kids,23,57500
6013,2020-12-12, Morning, QLD, Men,24,60000
6014,2020-12-12, Morning, QLD, Women,22,55000
6015,2020-12-12, Morning, QLD, Seniors,13,32500
6016,2020-12-12, Afternoon, QLD, Kids,16,40000
6017,2020-12-12, Afternoon, QLD, Men,16,40000
6018,2020-12-12, Afternoon, QLD, Women,11,27500
6019,2020-12-12, Afternoon, QLD, Seniors,20,50000
6020,2020-12-12, Evening, QLD, Kids,22,55000
6021,2020-12-12, Evening, QLD, Men,15,37500
6022,2020-12-12, Evening, QLD, Women,24,60000
6023,2020-12-12, Evening, QLD, Seniors,10,25000
6024,2020-12-12, Morning, NSW, Kids,37,92500
6025,2020-12-12, Morning, NSW, Men,26,65000
6026,2020-12-12, Morning, NSW, Women,32,80000
6027,2020-12-12, Morning, NSW, Seniors,45,112500
6028,2020-12-12, Afternoon, NSW, Kids,30,75000
6029,2020-12-12, Afternoon, NSW, Men,39,97500
6030,2020-12-12, Afternoon, NSW, Women,42,105000
6031,2020-12-12, Afternoon, NSW, Seniors,22,55000
6032,2020-12-12, Evening, NSW, Kids,34,85000
6033,2020-12-12, Evening, NSW, Men,29,72500
6034,2020-12-12, Evening, NSW, Women,45,112500
6035,2020-12-12, Evening, NSW, Seniors,37,92500
6036,2020-12-12, Morning, TAS, Kids,5,12500
6037,2020-12-12, Morning, TAS, Men,8,20000
6038,2020-12-12, Morning, TAS, Women,7,17500
6039,2020-12-12, Morning, TAS, Seniors,6,15000
6040,2020-12-12, Afternoon, TAS, Kids,9,22500
6041,2020-12-12, Afternoon, TAS, Men,9,22500
6042,2020-12-12, Afternoon, TAS, Women,11,27500
6043,2020-12-12, Afternoon, TAS, Seniors,7,17500
6044,2020-12-12, Evening, TAS, Kids,14,35000
6045,2020-12-12, Evening, TAS, Men,5,12500
6046,2020-12-12, Evening, TAS, Women,6,15000
6047,2020-12-12, Evening, TAS, Seniors,13,32500
6048,2020-12-13, Morning, WA, Kids,5,12500
6049,2020-12-13, Morning, WA, Men,8,20000
6050,2020-12-13, Morning, WA, Women,9,22500
6051,2020-12-13, Morning, WA, Seniors,9,22500
6052,2020-12-13, Afternoon, WA, Kids,14,35000
6053,2020-12-13, Afternoon, WA, Men,6,15000
6054,2020-12-13, Afternoon, WA, Women,13,32500
6055,2020-12-13, Afternoon, WA, Seniors,14,35000
6056,2020-12-13, Evening, WA, Kids,14,35000
6057,2020-12-13, Evening, WA, Men,15,37500
6058,2020-12-13, Evening, WA, Women,5,12500
6059,2020-12-13, Evening, WA, Seniors,9,22500
6060,2020-12-13, Morning, NT, Kids,7,17500
6061,2020-12-13, Morning, NT, Men,10,25000
6062,2020-12-13, Morning, NT, Women,8,20000
6063,2020-12-13, Morning, NT, Seniors,10,25000
6064,2020-12-13, Afternoon, NT, Kids,9,22500
6065,2020-12-13, Afternoon, NT, Men,9,22500
6066,2020-12-13, Afternoon, NT, Women,14,35000
6067,2020-12-13, Afternoon, NT, Seniors,10,25000
6068,2020-12-13, Evening, NT, Kids,7,17500
6069,2020-12-13, Evening, NT, Men,9,22500
6070,2020-12-13, Evening, NT, Women,11,27500
6071,2020-12-13, Evening, NT, Seniors,14,35000
6072,2020-12-13, Morning, SA, Kids,32,80000
6073,2020-12-13, Morning, SA, Men,28,70000
6074,2020-12-13, Morning, SA, Women,26,65000
6075,2020-12-13, Morning, SA, Seniors,25,62500
6076,2020-12-13, Afternoon, SA, Kids,27,67500
6077,2020-12-13, Afternoon, SA, Men,34,85000
6078,2020-12-13, Afternoon, SA, Women,31,77500
6079,2020-12-13, Afternoon, SA, Seniors,19,47500
6080,2020-12-13, Evening, SA, Kids,21,52500
6081,2020-12-13, Evening, SA, Men,19,47500
6082,2020-12-13, Evening, SA, Women,25,62500
6083,2020-12-13, Evening, SA, Seniors,16,40000
6084,2020-12-13, Morning, VIC, Kids,51,127500
6085,2020-12-13, Morning, VIC, Men,49,122500
6086,2020-12-13, Morning, VIC, Women,44,110000
6087,2020-12-13, Morning, VIC, Seniors,41,102500
6088,2020-12-13, Afternoon, VIC, Kids,53,132500
6089,2020-12-13, Afternoon, VIC, Men,43,107500
6090,2020-12-13, Afternoon, VIC, Women,47,117500
6091,2020-12-13, Afternoon, VIC, Seniors,59,147500
6092,2020-12-13, Evening, VIC, Kids,45,112500
6093,2020-12-13, Evening, VIC, Men,35,87500
6094,2020-12-13, Evening, VIC, Women,56,140000
6095,2020-12-13, Evening, VIC, Seniors,61,152500
6096,2020-12-13, Morning, QLD, Kids,13,32500
6097,2020-12-13, Morning, QLD, Men,8,20000
6098,2020-12-13, Morning, QLD, Women,14,35000
6099,2020-12-13, Morning, QLD, Seniors,12,30000
6100,2020-12-13, Afternoon, QLD, Kids,22,55000
6101,2020-12-13, Afternoon, QLD, Men,7,17500
6102,2020-12-13, Afternoon, QLD, Women,21,52500
6103,2020-12-13, Afternoon, QLD, Seniors,19,47500
6104,2020-12-13, Evening, QLD, Kids,20,50000
6105,2020-12-13, Evening, QLD, Men,13,32500
6106,2020-12-13, Evening, QLD, Women,19,47500
6107,2020-12-13, Evening, QLD, Seniors,20,50000
6108,2020-12-13, Morning, NSW, Kids,34,85000
6109,2020-12-13, Morning, NSW, Men,18,45000
6110,2020-12-13, Morning, NSW, Women,42,105000
6111,2020-12-13, Morning, NSW, Seniors,22,55000
6112,2020-12-13, Afternoon, NSW, Kids,40,100000
6113,2020-12-13, Afternoon, NSW, Men,42,105000
6114,2020-12-13, Afternoon, NSW, Women,44,110000
6115,2020-12-13, Afternoon, NSW, Seniors,28,70000
6116,2020-12-13, Evening, NSW, Kids,35,87500
6117,2020-12-13, Evening, NSW, Men,39,97500
6118,2020-12-13, Evening, NSW, Women,40,100000
6119,2020-12-13, Evening, NSW, Seniors,31,77500
6120,2020-12-13, Morning, TAS, Kids,13,32500
6121,2020-12-13, Morning, TAS, Men,7,17500
6122,2020-12-13, Morning, TAS, Women,12,30000
6123,2020-12-13, Morning, TAS, Seniors,11,27500
6124,2020-12-13, Afternoon, TAS, Kids,5,12500
6125,2020-12-13, Afternoon, TAS, Men,6,15000
6126,2020-12-13, Afternoon, TAS, Women,15,37500
6127,2020-12-13, Afternoon, TAS, Seniors,7,17500
6128,2020-12-13, Evening, TAS, Kids,7,17500
6129,2020-12-13, Evening, TAS, Men,13,32500
6130,2020-12-13, Evening, TAS, Women,6,15000
6131,2020-12-13, Evening, TAS, Seniors,11,27500
6132,2020-12-14, Morning, WA, Kids,11,27500
6133,2020-12-14, Morning, WA, Men,6,15000
6134,2020-12-14, Morning, WA, Women,9,22500
6135,2020-12-14, Morning, WA, Seniors,5,12500
6136,2020-12-14, Afternoon, WA, Kids,10,25000
6137,2020-12-14, Afternoon, WA, Men,7,17500
6138,2020-12-14, Afternoon, WA, Women,5,12500
6139,2020-12-14, Afternoon, WA, Seniors,11,27500
6140,2020-12-14, Evening, WA, Kids,11,27500
6141,2020-12-14, Evening, WA, Men,15,37500
6142,2020-12-14, Evening, WA, Women,9,22500
6143,2020-12-14, Evening, WA, Seniors,7,17500
6144,2020-12-14, Morning, NT, Kids,10,25000
6145,2020-12-14, Morning, NT, Men,14,35000
6146,2020-12-14, Morning, NT, Women,13,32500
6147,2020-12-14, Morning, NT, Seniors,14,35000
6148,2020-12-14, Afternoon, NT, Kids,7,17500
6149,2020-12-14, Afternoon, NT, Men,10,25000
6150,2020-12-14, Afternoon, NT, Women,11,27500
6151,2020-12-14, Afternoon, NT, Seniors,9,22500
6152,2020-12-14, Evening, NT, Kids,7,17500
6153,2020-12-14, Evening, NT, Men,15,37500
6154,2020-12-14, Evening, NT, Women,10,25000
6155,2020-12-14, Evening, NT, Seniors,12,30000
6156,2020-12-14, Morning, SA, Kids,31,77500
6157,2020-12-14, Morning, SA, Men,34,85000
6158,2020-12-14, Morning, SA, Women,35,87500
6159,2020-12-14, Morning, SA, Seniors,26,65000
6160,2020-12-14, Afternoon, SA, Kids,28,70000
6161,2020-12-14, Afternoon, SA, Men,23,57500
6162,2020-12-14, Afternoon, SA, Women,28,70000
6163,2020-12-14, Afternoon, SA, Seniors,30,75000
6164,2020-12-14, Evening, SA, Kids,26,65000
6165,2020-12-14, Evening, SA, Men,26,65000
6166,2020-12-14, Evening, SA, Women,29,72500
6167,2020-12-14, Evening, SA, Seniors,23,57500
6168,2020-12-14, Morning, VIC, Kids,62,155000
6169,2020-12-14, Morning, VIC, Men,50,125000
6170,2020-12-14, Morning, VIC, Women,43,107500
6171,2020-12-14, Morning, VIC, Seniors,55,137500
6172,2020-12-14, Afternoon, VIC, Kids,43,107500
6173,2020-12-14, Afternoon, VIC, Men,61,152500
6174,2020-12-14, Afternoon, VIC, Women,65,162500
6175,2020-12-14, Afternoon, VIC, Seniors,42,105000
6176,2020-12-14, Evening, VIC, Kids,41,102500
6177,2020-12-14, Evening, VIC, Men,62,155000
6178,2020-12-14, Evening, VIC, Women,41,102500
6179,2020-12-14, Evening, VIC, Seniors,40,100000
6180,2020-12-14, Morning, QLD, Kids,25,62500
6181,2020-12-14, Morning, QLD, Men,17,42500
6182,2020-12-14, Morning, QLD, Women,24,60000
6183,2020-12-14, Morning, QLD, Seniors,14,35000
6184,2020-12-14, Afternoon, QLD, Kids,17,42500
6185,2020-12-14, Afternoon, QLD, Men,25,62500
6186,2020-12-14, Afternoon, QLD, Women,9,22500
6187,2020-12-14, Afternoon, QLD, Seniors,24,60000
6188,2020-12-14, Evening, QLD, Kids,17,42500
6189,2020-12-14, Evening, QLD, Men,7,17500
6190,2020-12-14, Evening, QLD, Women,18,45000
6191,2020-12-14, Evening, QLD, Seniors,14,35000
6192,2020-12-14, Morning, NSW, Kids,30,75000
6193,2020-12-14, Morning, NSW, Men,30,75000
6194,2020-12-14, Morning, NSW, Women,28,70000
6195,2020-12-14, Morning, NSW, Seniors,44,110000
6196,2020-12-14, Afternoon, NSW, Kids,44,110000
6197,2020-12-14, Afternoon, NSW, Men,32,80000
6198,2020-12-14, Afternoon, NSW, Women,33,82500
6199,2020-12-14, Afternoon, NSW, Seniors,38,95000
6200,2020-12-14, Evening, NSW, Kids,30,75000
6201,2020-12-14, Evening, NSW, Men,28,70000
6202,2020-12-14, Evening, NSW, Women,28,70000
6203,2020-12-14, Evening, NSW, Seniors,30,75000
6204,2020-12-14, Morning, TAS, Kids,12,30000
6205,2020-12-14, Morning, TAS, Men,11,27500
6206,2020-12-14, Morning, TAS, Women,10,25000
6207,2020-12-14, Morning, TAS, Seniors,12,30000
6208,2020-12-14, Afternoon, TAS, Kids,6,15000
6209,2020-12-14, Afternoon, TAS, Men,9,22500
6210,2020-12-14, Afternoon, TAS, Women,15,37500
6211,2020-12-14, Afternoon, TAS, Seniors,8,20000
6212,2020-12-14, Evening, TAS, Kids,8,20000
6213,2020-12-14, Evening, TAS, Men,8,20000
6214,2020-12-14, Evening, TAS, Women,12,30000
6215,2020-12-14, Evening, TAS, Seniors,7,17500
6216,2020-12-15, Morning, WA, Kids,11,27500
6217,2020-12-15, Morning, WA, Men,6,15000
6218,2020-12-15, Morning, WA, Women,10,25000
6219,2020-12-15, Morning, WA, Seniors,11,27500
6220,2020-12-15, Afternoon, WA, Kids,6,15000
6221,2020-12-15, Afternoon, WA, Men,11,27500
6222,2020-12-15, Afternoon, WA, Women,13,32500
6223,2020-12-15, Afternoon, WA, Seniors,5,12500
6224,2020-12-15, Evening, WA, Kids,14,35000
6225,2020-12-15, Evening, WA, Men,12,30000
6226,2020-12-15, Evening, WA, Women,9,22500
6227,2020-12-15, Evening, WA, Seniors,8,20000
6228,2020-12-15, Morning, NT, Kids,9,22500
6229,2020-12-15, Morning, NT, Men,8,20000
6230,2020-12-15, Morning, NT, Women,14,35000
6231,2020-12-15, Morning, NT, Seniors,6,15000
6232,2020-12-15, Afternoon, NT, Kids,10,25000
6233,2020-12-15, Afternoon, NT, Men,14,35000
6234,2020-12-15, Afternoon, NT, Women,9,22500
6235,2020-12-15, Afternoon, NT, Seniors,12,30000
6236,2020-12-15, Evening, NT, Kids,11,27500
6237,2020-12-15, Evening, NT, Men,10,25000
6238,2020-12-15, Evening, NT, Women,8,20000
6239,2020-12-15, Evening, NT, Seniors,12,30000
6240,2020-12-15, Morning, SA, Kids,29,72500
6241,2020-12-15, Morning, SA, Men,32,80000
6242,2020-12-15, Morning, SA, Women,25,62500
6243,2020-12-15, Morning, SA, Seniors,35,87500
6244,2020-12-15, Afternoon, SA, Kids,33,82500
6245,2020-12-15, Afternoon, SA, Men,15,37500
6246,2020-12-15, Afternoon, SA, Women,31,77500
6247,2020-12-15, Afternoon, SA, Seniors,31,77500
6248,2020-12-15, Evening, SA, Kids,28,70000
6249,2020-12-15, Evening, SA, Men,33,82500
6250,2020-12-15, Evening, SA, Women,19,47500
6251,2020-12-15, Evening, SA, Seniors,33,82500
6252,2020-12-15, Morning, VIC, Kids,37,92500
6253,2020-12-15, Morning, VIC, Men,61,152500
6254,2020-12-15, Morning, VIC, Women,61,152500
6255,2020-12-15, Morning, VIC, Seniors,64,160000
6256,2020-12-15, Afternoon, VIC, Kids,47,117500
6257,2020-12-15, Afternoon, VIC, Men,57,142500
6258,2020-12-15, Afternoon, VIC, Women,64,160000
6259,2020-12-15, Afternoon, VIC, Seniors,60,150000
6260,2020-12-15, Evening, VIC, Kids,56,140000
6261,2020-12-15, Evening, VIC, Men,41,102500
6262,2020-12-15, Evening, VIC, Women,31,77500
6263,2020-12-15, Evening, VIC, Seniors,59,147500
6264,2020-12-15, Morning, QLD, Kids,12,30000
6265,2020-12-15, Morning, QLD, Men,12,30000
6266,2020-12-15, Morning, QLD, Women,18,45000
6267,2020-12-15, Morning, QLD, Seniors,15,37500
6268,2020-12-15, Afternoon, QLD, Kids,24,60000
6269,2020-12-15, Afternoon, QLD, Men,18,45000
6270,2020-12-15, Afternoon, QLD, Women,21,52500
6271,2020-12-15, Afternoon, QLD, Seniors,9,22500
6272,2020-12-15, Evening, QLD, Kids,13,32500
6273,2020-12-15, Evening, QLD, Men,7,17500
6274,2020-12-15, Evening, QLD, Women,11,27500
6275,2020-12-15, Evening, QLD, Seniors,7,17500
6276,2020-12-15, Morning, NSW, Kids,26,65000
6277,2020-12-15, Morning, NSW, Men,35,87500
6278,2020-12-15, Morning, NSW, Women,34,85000
6279,2020-12-15, Morning, NSW, Seniors,30,75000
6280,2020-12-15, Afternoon, NSW, Kids,30,75000
6281,2020-12-15, Afternoon, NSW, Men,44,110000
6282,2020-12-15, Afternoon, NSW, Women,32,80000
6283,2020-12-15, Afternoon, NSW, Seniors,23,57500
6284,2020-12-15, Evening, NSW, Kids,21,52500
6285,2020-12-15, Evening, NSW, Men,33,82500
6286,2020-12-15, Evening, NSW, Women,31,77500
6287,2020-12-15, Evening, NSW, Seniors,23,57500
6288,2020-12-15, Morning, TAS, Kids,14,35000
6289,2020-12-15, Morning, TAS, Men,7,17500
6290,2020-12-15, Morning, TAS, Women,12,30000
6291,2020-12-15, Morning, TAS, Seniors,8,20000
6292,2020-12-15, Afternoon, TAS, Kids,9,22500
6293,2020-12-15, Afternoon, TAS, Men,7,17500
6294,2020-12-15, Afternoon, TAS, Women,11,27500
6295,2020-12-15, Afternoon, TAS, Seniors,11,27500
6296,2020-12-15, Evening, TAS, Kids,5,12500
6297,2020-12-15, Evening, TAS, Men,13,32500
6298,2020-12-15, Evening, TAS, Women,6,15000
6299,2020-12-15, Evening, TAS, Seniors,10,25000
6300,2020-12-16, Morning, WA, Kids,10,25000
6301,2020-12-16, Morning, WA, Men,10,25000
6302,2020-12-16, Morning, WA, Women,14,35000
6303,2020-12-16, Morning, WA, Seniors,9,22500
6304,2020-12-16, Afternoon, WA, Kids,14,35000
6305,2020-12-16, Afternoon, WA, Men,10,25000
6306,2020-12-16, Afternoon, WA, Women,9,22500
6307,2020-12-16, Afternoon, WA, Seniors,8,20000
6308,2020-12-16, Evening, WA, Kids,5,12500
6309,2020-12-16, Evening, WA, Men,6,15000
6310,2020-12-16, Evening, WA, Women,15,37500
6311,2020-12-16, Evening, WA, Seniors,6,15000
6312,2020-12-16, Morning, NT, Kids,12,30000
6313,2020-12-16, Morning, NT, Men,14,35000
6314,2020-12-16, Morning, NT, Women,14,35000
6315,2020-12-16, Morning, NT, Seniors,8,20000
6316,2020-12-16, Afternoon, NT, Kids,15,37500
6317,2020-12-16, Afternoon, NT, Men,10,25000
6318,2020-12-16, Afternoon, NT, Women,13,32500
6319,2020-12-16, Afternoon, NT, Seniors,7,17500
6320,2020-12-16, Evening, NT, Kids,15,37500
6321,2020-12-16, Evening, NT, Men,6,15000
6322,2020-12-16, Evening, NT, Women,7,17500
6323,2020-12-16, Evening, NT, Seniors,13,32500
6324,2020-12-16, Morning, SA, Kids,23,57500
6325,2020-12-16, Morning, SA, Men,29,72500
6326,2020-12-16, Morning, SA, Women,18,45000
6327,2020-12-16, Morning, SA, Seniors,16,40000
6328,2020-12-16, Afternoon, SA, Kids,17,42500
6329,2020-12-16, Afternoon, SA, Men,23,57500
6330,2020-12-16, Afternoon, SA, Women,34,85000
6331,2020-12-16, Afternoon, SA, Seniors,16,40000
6332,2020-12-16, Evening, SA, Kids,26,65000
6333,2020-12-16, Evening, SA, Men,23,57500
6334,2020-12-16, Evening, SA, Women,25,62500
6335,2020-12-16, Evening, SA, Seniors,21,52500
6336,2020-12-16, Morning, VIC, Kids,31,77500
6337,2020-12-16, Morning, VIC, Men,33,82500
6338,2020-12-16, Morning, VIC, Women,50,125000
6339,2020-12-16, Morning, VIC, Seniors,64,160000
6340,2020-12-16, Afternoon, VIC, Kids,65,162500
6341,2020-12-16, Afternoon, VIC, Men,45,112500
6342,2020-12-16, Afternoon, VIC, Women,46,115000
6343,2020-12-16, Afternoon, VIC, Seniors,33,82500
6344,2020-12-16, Evening, VIC, Kids,57,142500
6345,2020-12-16, Evening, VIC, Men,30,75000
6346,2020-12-16, Evening, VIC, Women,42,105000
6347,2020-12-16, Evening, VIC, Seniors,46,115000
6348,2020-12-16, Morning, QLD, Kids,22,55000
6349,2020-12-16, Morning, QLD, Men,25,62500
6350,2020-12-16, Morning, QLD, Women,10,25000
6351,2020-12-16, Morning, QLD, Seniors,12,30000
6352,2020-12-16, Afternoon, QLD, Kids,19,47500
6353,2020-12-16, Afternoon, QLD, Men,20,50000
6354,2020-12-16, Afternoon, QLD, Women,7,17500
6355,2020-12-16, Afternoon, QLD, Seniors,18,45000
6356,2020-12-16, Evening, QLD, Kids,15,37500
6357,2020-12-16, Evening, QLD, Men,19,47500
6358,2020-12-16, Evening, QLD, Women,13,32500
6359,2020-12-16, Evening, QLD, Seniors,7,17500
6360,2020-12-16, Morning, NSW, Kids,40,100000
6361,2020-12-16, Morning, NSW, Men,42,105000
6362,2020-12-16, Morning, NSW, Women,32,80000
6363,2020-12-16, Morning, NSW, Seniors,41,102500
6364,2020-12-16, Afternoon, NSW, Kids,27,67500
6365,2020-12-16, Afternoon, NSW, Men,23,57500
6366,2020-12-16, Afternoon, NSW, Women,38,95000
6367,2020-12-16, Afternoon, NSW, Seniors,37,92500
6368,2020-12-16, Evening, NSW, Kids,17,42500
6369,2020-12-16, Evening, NSW, Men,37,92500
6370,2020-12-16, Evening, NSW, Women,28,70000
6371,2020-12-16, Evening, NSW, Seniors,42,105000
6372,2020-12-16, Morning, TAS, Kids,7,17500
6373,2020-12-16, Morning, TAS, Men,8,20000
6374,2020-12-16, Morning, TAS, Women,15,37500
6375,2020-12-16, Morning, TAS, Seniors,6,15000
6376,2020-12-16, Afternoon, TAS, Kids,10,25000
6377,2020-12-16, Afternoon, TAS, Men,15,37500
6378,2020-12-16, Afternoon, TAS, Women,6,15000
6379,2020-12-16, Afternoon, TAS, Seniors,5,12500
6380,2020-12-16, Evening, TAS, Kids,15,37500
6381,2020-12-16, Evening, TAS, Men,11,27500
